time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-04 00:00:00+00:00,2,2,17,3
2026-08-05 00:00:00+00:00,26,7,5,2
2026-08-06 00:00:00+00:00,4,4,5,2
2026-08-07 00:00:00+00:00,18,7,2,2
2026-08-08 00:00:00+00:00,9,5,0,0
2026-08-09 00:00:00+00:00,4,4,0,0
2026-08-10 00:00:00+00:00,2,2,0,0
2026-08-11 00:00:00+00:00,15,6,16,3
2026-08-12 00:00:00+00:00,15,6,3,3
2026-08-13 00:00:00+00:00,15,9,2,1
2026-08-14 00:00:00+00:00,59,59,0,0
2026-08-15 00:00:00+00:00,1,1,1,1
2026-08-16 00:00:00+00:00,10,5,2,1
2026-08-17 00:00:00+00:00,4,3,2,2
