time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-06 00:00:00+00:00,22,8,1,1
2026-07-07 00:00:00+00:00,10,5,3,3
2026-07-08 00:00:00+00:00,3,2,4,1
2026-07-09 00:00:00+00:00,10,5,4,1
2026-07-10 00:00:00+00:00,23,6,1,1
2026-07-11 00:00:00+00:00,21,6,0,0
2026-07-12 00:00:00+00:00,20,6,0,0
2026-07-13 00:00:00+00:00,4,4,46,2
2026-07-14 00:00:00+00:00,20,11,0,0
2026-07-15 00:00:00+00:00,13,4,1,1
2026-07-16 00:00:00+00:00,14,5,0,0
2026-07-17 00:00:00+00:00,3,2,1,1
2026-07-18 00:00:00+00:00,14,5,1,1
2026-07-19 00:00:00+00:00,10,6,2,2
