time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-09 00:00:00+00:00,5,2,1.0,1.0
2025-01-10 00:00:00+00:00,117,7,28.0,2.0
2025-01-11 00:00:00+00:00,1,1,5.0,2.0
2025-01-12 00:00:00+00:00,1,1,1.0,1.0
2025-01-13 00:00:00+00:00,1,1,1.0,1.0
2025-01-14 00:00:00+00:00,12,4,31.0,3.0
2025-01-15 00:00:00+00:00,2,1,7.0,2.0
2025-01-16 00:00:00+00:00,3,1,2.0,1.0
2025-01-17 00:00:00+00:00,1,1,3.0,1.0
2025-01-18 00:00:00+00:00,46,4,37.0,1.0
2025-01-19 00:00:00+00:00,2,1,,
2025-01-20 00:00:00+00:00,2,1,,
2025-01-21 00:00:00+00:00,2,1,,
