time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-23 00:00:00+00:00,92,31,0,0
2026-04-24 00:00:00+00:00,61,24,8,1
2026-04-25 00:00:00+00:00,58,25,0,0
2026-04-26 00:00:00+00:00,37,11,0,0
2026-04-27 00:00:00+00:00,20,10,7,2
2026-04-28 00:00:00+00:00,25,9,2,1
2026-04-29 00:00:00+00:00,55,14,0,0
2026-04-30 00:00:00+00:00,27,11,0,0
2026-05-01 00:00:00+00:00,35,10,6,3
2026-05-02 00:00:00+00:00,27,8,0,0
2026-05-03 00:00:00+00:00,20,7,2,1
2026-05-04 00:00:00+00:00,22,6,0,0
2026-05-05 00:00:00+00:00,37,9,4,2
2026-05-06 00:00:00+00:00,12,6,0,0
