time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-24 00:00:00+00:00,1,1,6.0,1.0
2025-02-25 00:00:00+00:00,4,2,1.0,1.0
2025-02-26 00:00:00+00:00,1,1,,
2025-02-27 00:00:00+00:00,6,3,8.0,3.0
2025-02-28 00:00:00+00:00,5,4,4.0,1.0
2025-03-01 00:00:00+00:00,4,2,,
2025-03-02 00:00:00+00:00,4,2,2.0,2.0
2025-03-03 00:00:00+00:00,1,1,,
2025-03-04 00:00:00+00:00,4,2,12.0,3.0
2025-03-05 00:00:00+00:00,6,4,4.0,4.0
2025-03-06 00:00:00+00:00,7,4,12.0,3.0
2025-03-07 00:00:00+00:00,6,3,20.0,3.0
2025-03-08 00:00:00+00:00,7,6,8.0,2.0
