time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-07 00:00:00+00:00,11,6,5,2
2026-04-08 00:00:00+00:00,17,7,2,2
2026-04-09 00:00:00+00:00,19,8,9,3
2026-04-10 00:00:00+00:00,12,6,3,2
2026-04-11 00:00:00+00:00,22,7,1,1
2026-04-12 00:00:00+00:00,11,7,1,1
2026-04-13 00:00:00+00:00,11,5,1,1
2026-04-14 00:00:00+00:00,39,12,2,2
2026-04-15 00:00:00+00:00,27,9,1,1
2026-04-16 00:00:00+00:00,32,9,1,1
2026-04-17 00:00:00+00:00,31,9,1,1
2026-04-18 00:00:00+00:00,8,6,2,2
2026-04-19 00:00:00+00:00,26,14,1,1
2026-04-20 00:00:00+00:00,55,19,0,0
